Date	title	text	brexit
AUG21	The real consequence of a no-deal Brexit is not short-term shock – it’s a long recession	A couple of days before the UK voted to leave the EU, the official remain campaign, Stronger In, released a bulletin of what it imagined the news headlines to be the next day in the event of a leave vote. Job losses would ensue, it said; prices would rise, the pound would plummet, and the UK would be stuck in a protracted negotiation process for the next decade. (Tellingly, the issue of the Irish border wasn’t mentioned.) Since the vote, sure, life is worse in the UK than it was in 2016 – but it’s hard to pin that on Brexit, as a sense of national decline is at least partly why a majority voted to leave in the first place. Indeed, aside from the parliamentary absurdities of the past three years and the slide in sterling’s value, it’s fair to say that the predicted catastrophe hasn’t really happened. The principal group of people whose lives have been immediately disrupted by Brexit are EU citizens and the victims of increased racist hate crimes. Shamefully, that doesn’t seem to be reason enough to give us pause as a nation – and so we’ve pressed on.	1
OCT3	The climate protest movement must not alienate Britain’s working classes	Next week thousands of Extinction Rebellion protesters will descend on Westminster, the latest example of direct action in a year when committed women, men and children across the world have pushed climate change to the top of the global agenda, where it belongs. Although London will again be the focal point, the movement mustn’t overlook the committed activists in places such as Bolton, Wigan, and Sunderland who are also spreading the message across the country. For the climate movement to succeed we have to build a broad coalition that covers our nation’s towns as well as our cities, and reaches out across class divides. Calls for individual action can’t just be modelled on the lifestyles of middle-class city dwellers. Telling people to get out of their cars can’t be the solution in those parts of the country where decades of chronic underinvestment have left us without public transport. In towns such as Wigan, jobs have disappeared as investment flowed into cities, creating lengthy commutes on public transport for most working-age people. Trains are overcrowded, deeply unreliable and ceased to function entirely for a large part of last year, while the buses are few and far between, and often more expensive than getting a taxi. Demanding people abandon their cars isn’t realistic if the alternative is a round trip of 42 miles a day on foot or by bike, just to get to work. Campaigns to tackle climate change need to link up with campaigns for better transport and fairer funding for it, particularly for buses.	0
SEP19	The NHS saved Mum - but I saw a system on life support	A week ago the NHS saved my mum’s life. She had been prescribed some new blood pressure medication which caused her sodium levels to plummet dangerously. Clinicians in A&E ran blood tests, identified the problem and treated it, restoring the balance of minerals so that her sodium was once again coexisting in harmony with her potassium and the various other things floating around in the blood that we take for granted until something goes wrong with them. The staff were, without exception, kind, competent and respectful. So what’s the problem? My mum is the perfect case study for just how good the NHS is at saving lives and looking after older people. But the bits in between, the cement that glues the bricks, is crumbling into dust. And like the climate crisis this erosion is speeding up with disastrous consequences.	0
SEP2	We know life is a game of chance, so why not draw lots to see who gets the job?	The sweaty palms, the swotting, the tricky question that prompts your heart to plummet: job interviews are no one’s idea of a good time. The other side of the equation is hardly fun either: days out of a busy schedule spent interviewing candidates, some of whom you know within a couple of minutes you would never offer a job. Interviews are time-consuming for all involved. But we persist in doing them because recruitment decisions are some of the most important we take in the workplace and it follows we should invest time and energy into a robust recruitment process, right?	0
JUN27	An Islamophobic security agenda shouldn't mix with arts funding	The last few days have seen a furore over the Bradford literature festival’s decision to accept funding from the Home Office. Some 12 speakers have pulled out of the event so far, in protest at the source of the money, the government’s “Building a Stronger Britain Together” fund, a scheme that supports projects that supposedly counter extremism. As a result of the row, reputational damage has been done to this award-winning festival. Let’s be clear why this has happened: the government refuses to engage with Muslim communities in a meaningful way – unless it is under the auspices of counter- extremism or counter-terrorism. Why does funding offered to Muslim communities so often appear under this guise? We’ve also seen this in the form of the goverment’s terrible Prevent counter terror strategy, which is a toxic presence and is already under review.	0
SEP17	There’s nothing normal about this beast of a government	How grimly symbolic of the times in which we live that it is necessary to correct the prime minister on his reference to comic book characters. Only a couple of years ago, Boris Johnson was urging the Tory party conference, in pseudo-Churchillian phrases, to “let the [British] lion roar”. Now, in an interview with the Mail on Sunday, he is invoking more primitive and aggressive imagery. If he fails to get a new Brexit deal with the EU, he will simply ignore the legislation requiring him to seek an article 50 extension: “The madder Hulk gets, the stronger Hulk gets.”	1
SEP28	Tory moderates may have to fight to get their party back	If Boris Johnson is capable of shame, then he should surely now be feeling it. He has brought this country to the point where an election is genuinely to be feared, no matter who wins, because of the violence that may follow; where MPs facing death threats will need all the courage they can muster just to go out campaigning, and decent voters will switch off from the spite and hysteria surrounding them. It should go without saying that Johnson’s dismissive response to the Labour MP Paula Sherriff, when she challenged his deliberately provocative talk of surrender and betrayal over Brexit, was awful. Having listened in the past to Sherriff matter-of-factly describe the threats she has faced from the far right, and the depressingly elaborate precautions so many of her colleagues must take just to go about their everyday life, I too feel rage bubbling up at the idea that this was somehow faux concern. But what if rage is what they want, those determined to turn this next election into some kind of political hunger games? For only when we are goaded beyond reason, red mist descending at the slightest provocation, can they get the reaction their divide-and-conquer strategy needs.	1
JUN30	Lucy Bronze, the England player who won me over to the World Cup	I was so excited about England’s first match of the Women’s World Cup that I trotted off to my local. Last summer, it had been a regular haunt, thanks to the men’s World Cup, which filled the beer garden for almost every match, whether England were playing or not. On that first Sunday afternoon, two televisions were on, cricket on one and rugby on the other. I asked the landlady if they were showing the World Cup. She hadn’t known it was on, she said, but she gave one of the screens to us and we sat there, an audience of two, cheering bashfully. That already feels like a long time ago. What a delight this tournament has been. Support has grown as the games have progressed and England made their way to a semi-final once again. I’m a relative newcomer to enjoying sport, and certainly football, but the women’s game feels welcoming to someone like me. I never would have dreamed that I’d be talking about starting lineups and reading match reports, but I’ve begun to have tentative conversations about them, the words new and cautious as they form. I have never known the names of an entire football team... until now. The cheering has become less bashful already.	0
APR2	A customs union would not solve the Brexit conundrum	Parliament has a little over one week to prove that it can do what Theresa May should have allowed it to do after her failure in the 2017 election, and come up with a plan that saves us from the Brexit cliff edge. The question is whether it can, without the constraints of Mrs May’s self-imposed red lines, agree a deal based on the creation of a permanent customs union, and perhaps also continuing membership of the single market. Only a minority of the Conservative party, which now looks increasingly like the leave campaign, would buy into this, as most now want to leave the EU with as “clean” a break as possible, however painful. But we may find in the coming days that there is a cross-party majority of MPs – including possibly the DUP – who are willing to back a softer form of Brexit. Negotiations to see whether a compromise is possible are the only alternative to what the former Brexit minister, Lord Bridges, has described as the British public being asked to walk a gangplank into thin air.	1
MAY30	Missouri may lose its last abortion clinic this week. That's dark news for us all	By the end of the week, women in Missouri may live in a state without a single abortion clinic. While restrictive laws in states like Alabama have made headlines, Missouri shows the other side of the anti-abortion strategy: steadily shave away at abortion rights. You don’t need to outlaw the procedure outright if you can make getting a safe, legal one nearly impossible. The reason there’s only one remaining clinic in Missouri in the first place is because the state has tried to regulate abortion out of existence. A series of unnecessary rules and regulations makes it harder both for women to access abortions and for medical professionals to provide them. Missouri’s misogynistic laws already don’t trust women to make their own decisions – they mandate that any woman seeking an abortion in the state has to come to a clinic, request the procedure, and then go home and think about it for three days before it can be legally proffered. They also require that young people under the age of 18 notify both parents and get the notarized consent of at least one parent before they can terminate a pregnancy – a serious hardship for girls who live with abuse, or who don’t have a good relationship with their parents, or who don’t want to be mothers but want to keep their medical decisions private.	0
JUN28	An Australian points-based immigration system? It’s just more Boris Johnson bluster	A “tough new Australian-style points-based system for immigration”: Boris Johnson’s radical new proposal, splashed across Thursday’s front pages? No, that was Liam Byrne, then the Labour immigration minister. In 2007. I was a civil servant then, and I complained to a special adviser colleague, more in sorrow than in anger, that what we were proposing had little or no resemblance to the Australian system – and wasn’t even really a points-based system. “Of course, I know that perfectly well,” he said. “But the focus groups love it.” It is in that light that we should read Johnson’s essentially vacuous pronouncements, spun in the Telegraph as the restoration of “control over our borders” and in the Financial Times, by contrast, as “bringing down barriers to skilled overseas workers”.	0
JUL5	The Tories are there to be demolished. But Labour is too inept to do it	If anyone missed the depth of this national crisis, just look at the latest dire economic figures: we’re plunging towards a recession of our own making, with Britain’s first quarterly contraction in seven years. Meanwhile the two would-be prime ministers daily demonstrate their unfitness for office with ever wilder promises and preposterous claims. More fox hunting, more sugar? Both are now fatally boxed into a no-deal future with no escape hatch, hostages to Nigel Farage and the European Research Group of hardline Tory MPs. Each bids to persuade the Conservative membership that only they can bar Jeremy Corbyn’s way to Downing Street. Jeremy Hunt claimed on Wednesday to be “the best person” to stop “this clear and present danger”, with Boris Johnson counter-boasting, as his lead narrows. But does the idea of Corbyn as a bogeyman to petrify all right-thinking citizens fly? Weakness, not red peril, is Labour’s electoral problem. Nothing in Labour’s last or next manifesto could be a fraction as radical as the earthquake the Brexiters have caused to Britain’s economy, its union, its internal harmony or its standing in the world. The nearest to revolutionary terror is Labour’s plan to raise the top level of tax for the richest 5% back to where it was in 2010. Popular plans to take back rail and the utilities to public ownership is hardly Venezuelan, since they leak as much money to shareholders as the water companies’ three billion litres leaked daily from broken pipes.	1
MAY31	Mueller stopped short of calling Trump a criminal, but did we need him to?	Did Donald Trump repeatedly break the law by trying to block multiple investigations into his mysteriously intimate relationship with Russia? The answer is rather similar to questions about the pope’s Catholicism and the propensity of bears to poop in the woods.	0
JUL26	Will Dominic Cummings turn No 10 into a Nasa-style control centre?	Might one of Boris Johnson’s first acts as prime minister be to renovate the offices in No 10? According to his new senior adviser, Dominic Cummings, one simple way to improve the UK government is changing the spaces where decisions are made. If Cummings gets his way, out would go the polished wood tables, fireplace and ticking antique clocks. In would come banks of screens, predictive computer models and untested cognitive tools. Downing Street could look like more like a Nasa control centre than a stately home. And that’s not all he would change. Cummings has gone so far as to suggest one of his primary motivations for involving himself in Brexit was the once-in-a-half-century opportunity it would allow to fundamentally reform the British state. Over the years, he has repeatedly criticised Whitehall as achingly slow, blindly driven by the news cycle, staffed by ineffective conformists, oblivious to evidence, and out of touch with advances in technology. He thinks the civil service is staffed by “hollow men” who are incapable of thinking wisely about big problems and acting on them.	0
MAR6	We’re divorcing the EU. So why do hard Brexiteers still feel jilted?	There is a jilted quality to the way some Tories talk about Brexit, which is odd, given that Britain is dumping the European Union. The resentment would make more sense if it were the other way round: if 27 member states had expelled Britain from their club. But after decades of treating everything European as a punishment inflicted on a nation against its will, the habit is hard to break. Even the act of leaving is configured by the Eurosceptic imagination as something done by them to us. There is an illustration in the resignation letter sent by George Eustice, an agriculture minister, to Theresa May last week. Eustice was appalled by the prospect of an article 50 extension, which would, he fretted, be “the final humiliation of our country”. He said the European commission had “not behaved honourably” and had “deliberately made progress slow and difficult”. Yes, George, it would all have been quick and easy without those meddling Brussels bureaucrats. It doesn’t require a romantic attachment to the EU to find such Brexiter tantrums tedious. All it takes is an ability to imagine what the process looks like from the other side of the negotiating table.	1
JUL8	Want to know what a Boris Johnson government would look like? I have just the book	Seven years ago, a group of Conservative MPs who had taken their parliamentary seats in 2010 brought out a slim manifesto for the future of Britain titled Britannia Unchained. Kwasi Kwarteng, Priti Patel, Dominic Raab, Chris Skidmore and Liz Truss appeared to speak with one voice: that of unabashed Thatcherites, convinced that hacking back tax and regulation and fixating on the demands of “business” was as appropriate for the 21st-century UK as it supposedly had been for the crisis-plagued Britain of the 1970s. Some of the text was so provocative that it read like trolling. “The British are among the worst idlers in the world,” read one passage. “We work among the lowest hours, we retire early and our productivity is poor. Whereas Indian children aspire to be doctors or businessmen, the British are more interested in football and pop music.” To even start to compete with the rising economies of India, China and Brazil, said the authors, we need to avenge the “dependency culture” and “stop indulging in irrelevant debates about sharing the pie between manufacturing and services, the north and the south, women and men”. They advised fellow Conservatives to double down on austerity, and maintain their faith in old-fashioned laissez-faire economics.	0
MAY5	Countryside versus town? Please don’t turn this into a culture war	Selina Scott is rewilding her 200-acre farm on the edge of the North York Moors. She says she reluctantly decided to control crows to protect endangered ground-nesting birds, including lapwing and curlew, that nest on her new wetlands. But the Yorkshire-born broadcaster- turned-farmer complains she cannot save her threatened birds because her brother, Robin (a former editor of Sporting Gun magazine), is now banned from shooting the crows that prey on helpless chicks. Town and country need each other. From one flows ideas and people. The other provides peace and quiet, space and food	0
JUN11	Gerraway with accentism – I’m proud to speak Yorkshire	Hopefully you haven’t subjected yourself to Still Open All Hours, the mystifyingly popular sequel to the classic Ronnie Barker comedy series of the 1970s-80s. If you have endured a whole episode then you’ll know that the Yorkshire dialect is a key element of the show’s humour. I watch David Jason’s Doncaster-based japes with a stony face. Perhaps the charm of the series is lost on me because I’m bored out of my chuffing mind by seeing Yorkshire’s working-class communities parodied for comic effect. We’re used to these trite “wi’ nowt teken owt” portrayals of regional dialect. Still Open All Hours, like Last of the Summer Wine, stands in a long tradition of hackneyed portrayals of bolshy but benign Yorkshire-sounding characters offering gentle, down-to-earth “by ‘eck, lad’ humour” with their hilarious flat vowels.	1
JAN5	All aboard Chris Grayling’s Brexit pizza ferry – what could possibly go wrong?	We’re about to “give back control” to a government that can’t tell the difference between P&O and Papa John’s pizza. I know you think that sounds good, but one day you’ll want insulin or a functioning health service rather than a pepperoni stuffed crust. In case you’ve missed everything, here’s a quick recap … In 2016 government members insisted that Brexit was easy and no deal was better than a bad deal. After realising that was shite, they discovered they had to do quite a lot of planning for no deal. This left them in the awkward position of going back to a public they’d just told that Brexit would improve their lives and assuring them there’d be food.	0
MAY14	From Years and Years to Bird Box: why we turn to dystopian dramas in a crisis	In Years and Years, the six-part BBC drama series from the writer Russell T Davies that starts this week, Daniel (Russell Tovey) cradles his newborn nephew and says: “I don’t think I could have a kid in a world like this … Because if it’s this bad now, what’s it going to be like [for him] in 30 years’ time, 10 years, five years?” It would be tempting to write Daniel off as a catastrophist except that, as the series shifts forward in time, he and his family are forced to navigate an increasingly divided country in which technology is wreaking havoc, the economy is collapsing and war in Europe is bringing record numbers of refugees to British shores. If you think we’ve got problems now, Davies seems to warn us, you ain’t seen nothing yet.	0
JUN23	Richard Ratcliffe’s wife was wrongly jailed and no one will help. What else can he do?	What a frightful pest Richard Ratcliffe is being – so thoughtless, cluttering up the lovely posh pavement outside the Iranian embassy in Knightsbridge, with his protest against his wife Nazanin Zaghari-Ratcliffe’s wrongful imprisonment in Iran, where she is serving a five-year sentence for espionage. Another view might be: what else is Ratcliffe supposed to do, when the right to protest is all he has left? Ratcliffe has joined his wife on a hunger strike, demanding, among other things, her immediate release. He’s just spent the week stationed outside the embassy and plans to stay until at least this weekend, perhaps longer. Ratcliffe has been visited by family members and supporters, including SNP MPs and Labour’s deputy leader, Tom Watson. One important person Ratcliffe didn’t manage to see, even on Father’s Day, was his young daughter, Gabrielle, who lives in Tehran with her grandparents in order to be able to visit her mum in prison. Lovely.	0
MAY29	Are ‘weed tampons’ the answer to period pain?	I have spent the past 15 minutes sprawled in an undignified position on the floor experimenting with cannabis suppositories. This isn’t a typical Monday night for me, I’ll have you know; I am doing it in the name of science. Specifically, I am doing it to see whether “weed tampons” can get rid of period pain. There is a distinct possibility that I just lost 90% of my male readers. The squeamishness surrounding menstruation is part of the reason that little effort has been made to find effective treatments for premenstrual syndrome (PMS) and period pain. Want to hear some rage-inducing stats? There have been five times as many studies into erectile dysfunction as there have been into PMS. That is despite the fact that 90% of women have experienced PMS, while only 19% of men have been affected by ED. Period pain can be debilitating, but women are still expected to suffer through it with just ibuprofen or a hot water bottle.	0
SEP30	I used to think Boris Johnson could get a Brexit deal. Not after last week	I cannot recall a more critical week in British politics. It will decide whether parliament, the law and public opinion can hold the prime minister, Boris Johnson, to account, or whether a new poison has entered public life. We need constantly to remember that Britain faces no menace to its security or prosperity. It could by now be outside the EU with agreed terms of trade. This crisis is entirely the outcome of one man’s device to seize control of his party. From the moment Johnson began his final climb to power, his appeal has been crudely populist. He has discarded the core Tory tradition of fiscal probity with a welter of spending pledges and tax cuts, plus plans for immigration control and toughness on crime. On Brexit, he has distorted a near trivial “freedom to trade with the rest of the world” with claptrap about vassalage, sovereignty and patriotism. The idea that Brexit will bring a new dawn of national wealth is absurd. It is simply how Johnson became prime minister.	1
JAN7	To stop Brexit, Labour supporters will have to revolt against their leader	Since nearly all of his career has been spent in rebellion against his own party, I guess we should not be too surprised that Jeremy Corbyn seems so determined to defy it over Brexit. Labour members hate Brexit and they want it reversed. With parliament deadlocked and growing public support for taking the question back to the people, a large majority of Labour voters, and an even larger majority of Labour members, wants the party to throw its weight behind another referendum. Compare and contrast with a Labour leader who doesn’t hate Brexit, doesn’t want it to be reversed and will not help facilitate another referendum if he can possibly avoid it. That divide between leader and members has been pretty obvious for a long time to anyone who contemplated Mr Corbyn with clear eyes rather than wearing soft-focus lenses. The split has become more evident as the Labour frontbench has run through various tactical ruses to try to mask the tension between its members and its leader. He is what he is and that is a lifetime opponent of the EU. He has not once expressed a flicker of remorse about the result of the 2016 referendum and treats the momentum behind a second referendum not as an opportunity to be seized, but as a threat to be smothered.	1
MAR30	Beware the great betrayal myth. This debacle is the work of hard Brexiters	There is no deader horse in the kingdom than the deal brokered by Theresa May. Flogged and flogged again, it expired for a third time at 2.42pm today on the floor of the House of Commons. Something else lay dead alongside it: the illusion that the objection of MPs was not to the precise terms of Britain’s proposed exit from the European Union – contained in the withdrawal agreement – but rather to the sketched vision of our future relationship with the EU, the so-called political declaration. That fond thought was also bludgeoned to death, for MPs had the chance to vote on the withdrawal agreement alone – and they rejected it by 344 votes to 286. Now we face a new cliff-edge, with 11pm on 12 April the new day of destiny. At that hour, Britain will crash out of the EU with no deal, in a scenario those charged with stewarding our economy, our industry and our safety warn will be catastrophic. The only way to avoid that fate is for MPs to agree on something else, fast, and, once they have, to impose their will on a reluctant prime minister. That is harder than it sounds.	1
JUN4	I was on Love Island in 2018. This is what ITV needs to get right this year	As a doctor working in a busy hospital A&E in south-east London, I thought spending the summer of 2018 in the sun as a contestant on the ITV reality show Love Island wouldn’t be all that difficult. Sun, sea, attractive people and, best of all, no mobile phones – how hard could it be? It turns out I couldn’t have been more wrong. If the contestants in the new series are expecting a relaxed summer of sun by the pool, they are in for a shock. From the moment my phone was taken off me as part of the pre-show preparations, I realised it was not going to be a walk in the park. There would be no speaking to friends or family or knowing what was happening in the outside world. Then came the dreaded entrance to the Love Island villa, in which the men walk in, one by one, to a line of female contestants who are waiting, ready to step forward for you, or stay in line and reject you. My turn came and I stood there shaking as my worst fears were realised: no one stepped forward. I felt sick and ashamed knowing that very soon, millions of people would see my humiliation – including all my family, friends and colleagues.	0
JUL27	An election looms – and Labour must act now to puncture Johnson’s hubris	A general election is coming, and Boris Johnson’s ruthlessness in preparing for it has provoked private pangs of jealous admiration among prominent leftwingers. There’s no messing around here: opponents and critics have been purged and an unapologetic hard-right, ultra-Brexit administration has been formed. Where Jeremy Corbyn would be denounced for Stalinist authoritarianism, Johnson is applauded for strong decisive leadership. Life is easier, I suppose, when you have most of the press and your own MPs enthusiastically on side. Today’s Sun newspaper splashes with Johnson’s face superimposed on an image of the sun, with the headline “JOHNSUN”: Rodong Sinmun, the official newspaper of North Korea’s ruling party, would have been too embarrassed to print something so fawning. The funeral rites for Corbynism are being read by those who seem to have forgotten that, just over two years ago, the election campaign began with Theresa May enjoying higher approval ratings than Tony Blair or Margaret Thatcher at their peak, and with Labour 24 points behind the Tories. In some current polls, Labour is still ahead. 	0
JAN10	Want to stop prisoners reoffending? Start by allowing phones and photos	These are dark days in a country torn by Brexit and years of austerity, which have widened the gap between rich and poor. And few places are as gloomy as the prison system, where shocking levels of violence and drug abuse mean there is little in the way of positivity for those tasked with inspecting the penal estate.	1
MAY8	The only Brexit is a hard-right one. Labour must back another vote	As the Labour party resumes negotiations with what can only be described as Theresa May’s faction of government, Labour members and voters across the country are increasingly concerned as to what any deal might look like – especially as the local election results are used to justify each and every option. But there is something that all of us in the Labour movement need to keep at the forefront of our minds – something substantive we have learned since the Brexit referendum. While Brexit voters come from all classes and all political stripes and voted Brexit for many different reasons, the people driving Brexit in the Tory party have a very specific economic agenda – one that is now at the heart of these negotiations. Labour is the party of social solidarity and the Tories want Brexit because they want to destroy social solidarity in Britain. To all intents and purposes, they want to eliminate the Labour movement.	1
FEB12	Britain deports people who grew up here. This racialised system must end	Last week mass deportations resumed in Britain. It’s less than a year since the Windrush scandal broke – and the review into the events leading up to it hasn’t even reported back yet. This was a stark reminder that the government’s “compliant environment” policies have changed in name only: otherwise they remain as hostile as ever and continue to destroy the lives of black and ethnic minority people (BME) people – many of whom have lived in the UK since they were children. Before the deportation flight the home secretary, Sajid Javid, declared that many of the “foreign national offenders” on the flight had committed “very serious crimes” – but soon after this the Home Office admitted that most of the deportees had committed minor crimes such as single drug or driving offences. More worryingly, 13 people on the Jamaican charter flight had come to the UK as children – nine of them were under the age of 10, 11 had indefinite leave to remain (ILR), and one person even had a British passport. Not only were most of the people on this flight “more British than foreign”, they were also being punished twice (three times if you include immigration detention) for crimes they had already served sentences for.	0
JUL29	The Vote Leave gang now running Britain do not want to govern. They want to win	Life moves pretty fast, as the philosopher Ferris Bueller observed. A week ago, the question was: how come 160,000 Tory members were about to choose the next prime minister? Today, the question is: how come we are suddenly being governed by a rightwing populist single-issue campaign group? In the past few days it has become quite clear that, at heart, Boris Johnson’s new government is essentially a reunion party for the Vote Leave gang that triumphed in the 2016 EU referendum.	0
