Date	title	text
JAN2	By preparing for no deal properly, we will get the good Brexit democracy demands of us	We are told that another decisive moment looms, in the form of the forthcoming Commons vote on the proposed Withdrawal Agreement. Of course, we have been here before. We have seen many supposedly decisive moments since the 2016 referendum: triggering Article 50, passing the EU Withdrawal Act, the December meaningful vote that never was, to name but a few. Before we whip ourselves into another frenzy, perhaps it is time to take stock? I have always said that the EU would push and push until finally we reach a resolution at the eleventh hour. Recent events only reinforce my analysis. Indeed, anybody who really understands how negotiations work understands that time is our friend.
JAN2	The Conservatives should be challenging the liberal consensus, not perpetuating it	This year, we will reach the midpoint of this parliament. We will know the terms on which Britain will leave the EU, if the plot to stop Brexit fails. And we might, despite Theresa May appearing to have more lives than a cat, have a new prime minister. We don’t yet know whether the Tories can unite around a domestic policy programme, and present a vision of how they will make Britain a better, fairer and more prosperous country. While getting the right Brexit deal is vital to this bigger picture, the Conservatives need to rediscover their domestic purpose. As they do so, they must ignore siren calls. Over Christmas, George Osborne warned that the party is heading for opposition unless it embraces “socially liberal, pro-business, internationalist” policies. By this, he means high immigration, deregulation, and associate membership of the European Union.
JAN2	Your alternative resolutions for a guilt-free 2019	Yes we are three days into January, otherwise known as Dry January, Back To The Gym Jan, Giving Up Bad Stuff and Taking Up Good Stuff Janvier. This was always the month of self improving resolutions, and now it’s basically compulsory. So, if you happen to be a resolution denier - if you don’t see why you should be forced into living like Mark Wahlberg just because it’s the start of a new year - your best bet is to go with some ‘alternative’ resolutions, less New Year New You more whatever amuses you. Here are some I prepared earlier: ...or do anything, throughout the year, that qualifies as ‘Lemming ’. (Lemming is the modern habit of adopting something simply because everyone else is). This year Lemming things we deliberately will not be doing, include: banging on about how good Olivia Colman is in The Favourite. Banging on about Ottolenghi Simple (but never actually opening Ottolenghi Simple). Banging on about how much we are looking forward to the new Big Little Lies/Fleabag (generally behaving like the person who has read and memorised the year’s cultural round up). This is not an anti-egg policy, this is an attempt to reverse some wasteful habits, one of which is buying eggs as a back up, so we can always have scrambled eggs, and then never getting around to having scrambled eggs. Other habits in this vein include: stockpiling bubblewrap, just in case, and falling for the 3 for 2 litre bottles of conditioner offer. 
JAN2	The Government is treating forced marriage victims like drunk holidaymakers	Imagine that you are 18-years-old, you go to a normal school, hang out with your mates, watch Youtube eyeliner tutorials, before Whatsapping images of your failed attempts to your girlfriends accompanied by the face palm emoji. Now imagine being told that you must travel abroad with a member of your family. When you arrive you are going to marry a man you have never met, then stay in a country you do not know, while your family return home. You must now live there permanently, or wait until your husband can qualify to return to the UK with you - maybe by the time you are pregnant, or have your first child. Your new husband’s family have taken your passport away, until they know you’re trapped.
JAN2	Who's running Britain - our woolly-headed government or the pudding tax-pushing quangos?	Politicians need to take back control of their own policies  A familiar pattern is emerging. We wake up to find Public Health England (PHE) announcing a new plan to meddle with the food supply and, within minutes, Conservative MPs have taken to Twitter to condemn it. Last week, The Telegraph got a sneak preview of the calorie caps that PHE expects chefs and food companies to abide by in a few months time. Not in my name, said a dozen MPs and at least one minister on social media. Nigel Adams MP, for example, tweeted: "Dear @PHE_uk if I wanted to live under an authoritarian regime, I’d move to Bahrain, Saudi, Venezuela or vote for @jeremycorbyn." Today, it was the prospect of a "pudding tax", which PHE’s chief nutritionist, Alison Tedstone, believes to be "the obvious place to start" if the food industry doesn’t do enough to cut the sugar content of cakes, biscuits and sweet snacks. To which Liz Truss, Chief Secretary to the Treasury, responded on Twitter: "I don't support measures that put up the cost of living for people, especially on low incomes." Conor Burns MP added his tuppence, writing: "Sadly too many in authority are in thrall to Jamie Oliver and seem star struck."
JAN2	Nanny taxes on unhealthy food don't work, the Government must steer clear	The new year is traditionally a time for an outbreak of abstemiousness that is rarely sustained save by the most self-disciplined. Diets abound and a dry January is encouraged, even though scientists say it is of little or no benefit to moderate drinkers. This month, many are proposing to go vegan, which is a lifestyle they are entitled to adopt, provided they do not seek to impose it on the rest of us. But these are matters of individual choice and always have been, until now. The Government thinks it has a direct role to play in forcing us to make the “correct” culinary choices. Public Health England (PHE) has a five-year target to cut sugar by 20 per cent in a range of products, from cakes and confectionery to yogurts and cereals. Last week, The Daily Telegraph revealed new calorie caps drawn up by PHE, which would control the content in thousands of meals sold by restaurants and supermarkets.
JAN2	Railways need more competition, not less	Millions of commuters will end their Christmas break and return to work today to face yet another increase in ticket prices. Regulated fares, which cover 45  per cent of the total and are based on last July’s inflation figures, have risen by 3.1 per cent, while some set outside the scheme, such as off-peak leisure tickets, will go up by even even more. Over the past 10 years, because wages failed to keep pace with price rises, rail fares became an added burden on hard-pressed travellers, and commuters in particular, since they have little option other than to use the railways.  But there are straws in the wind. After a long period of growth in passenger numbers, these declined in 2017 as more people worked at home, put off travelling by high fares. Season ticket sales among commuters fell steeply, casting fresh doubt on the viability of some struggling franchises. It is not yet clear whether this trend has continued, but previous assumptions that higher costs would not deter passenger growth need to be revisited.
JAN2	From fishing to migrants, the integrity of our borders requires proper maritime patrols	Throughout the debate on Britain’s future after Brexit, the fate of one industry has acquired almost totemic status: fishing. The sense that the communities which once sustained healthy fleets were sold out by the operation of the Common Fisheries Policy (CFP) down the years fuelled anti-EU sentiment in many coastal towns. Some on the Remain side have questioned the exaggerated importance given to fishing since fewer than 12,000 people are employed on the boats themselves and the industry contributes about £420 million to GDP, less than half a per cent of the UK total. But this is a circular argument since the CFP is one reason why it is so tiny. It is impossible to say how big the industry would be had the UK been in control of its own waters this past 45 years but it would surely be far more robust than it is today. Moreover, for a maritime nation fishing has a broader social, cultural and historic importance. Whole communities that once relied on fishing have been wrecked by the predations of the CFP. The overly centralised, top-down management so beloved of Brussels has been a disaster for many of them. One policy in particular came to exemplify the madness: the requirement to throw away undersized fish or fish greater than a vessel’s quota. This has been replaced from today with a new catch-all approach whereby trawlers have an obligation to land all fish in an attempt to eradicate waste and encourage more targeted fishing.
JAN2	Letters: The EU’s agricultural policy has driven environmental destruction	SIR – The RSPB and others (Letters, December 31) claim that a “green Brexit” depends on continued cooperation with the EU. The opposite could be argued, probably with greater evidence. Most biodiversity loss in Europe is from the way we farm. Most EU spending is on the Common Agricultural Policy, which has contributed to unsustainable farming. The Common Agricultural Policy is “among the most powerful drivers of environmental destruction in the northern hemisphere”, as George Monbiot put it in October. The RSPB and its fellow pressure-groups think it easier to continue with the status quo, which has failed to deliver their objectives in the past.
JAN2	Letters: A dental crisis that could have been prevented	SIR – The number-one medical reason for young children to be hospitalised remains rotten teeth. Increasing numbers have every single tooth extracted, leaving only gums. Dentists are frustrated that NHS dental contracts continue to be target-based. They should be based on people and on prevention of dental disease. Pilot contract trials have been run in the past year as before. But even where these have failed, discredited targets are retained.
JAN3	Our children understand that they have to be world-beaters - but do we?	My eldest son turned 11 last week and this morning he will receive a present: being taken by his father to sit an 11+ exam. It’s a lousy way to celebrate. Growing up in Scotland, I had heard tales about these exams inflicted by the English upon their offspring. How children are taken off to be branded, pass or fail, at this tender age. A kind of educational barbarism that a more enlightened society (Scotland, for example) would not inflict on its young. Yet here I am, going native, dragging my son to an exam hall to answer questions that I’d struggle to answer myself. The strange thing is that he doesn’t seem to mind. His classmates, at our local state primary, have been preparing for similar exams and he’d be put out if he wasn’t joining them. I might be getting stressed about all this, but he seems quite relaxed. His position is logical: we are looking at a range of good schools, including an excellent local comprehensive. But I’m terrified at the tests posed by the selective schools, state and private. For example: write a formula to deduce what time it is when Big Ben’s two hands are 180 degrees apart, after 10pm. Where to start? And why should an 11-year-old be expected to do this? Alex sees it differently: others in his class will be tackling this question, so he’d like to as well.
JAN3	Why are Iranians willing to risk their lives fleeing France for Britain?	Given the reaction in some quarters, over the past few weeks it’s at times felt as if no democracy has faced such a Persian threat since ancient Athens fought the battle of Marathon. Obviously the situation on the Channel is serious and we shouldn’t be complacent about border security. But the number of illegal migrants, purportedly Iranians, attempting to sail across to the UK has been small – and far lower than the huge numbers of legal migrants that arrive from the EU each year over which we have no control. There has been another reaction, however: incredulity. To a certain type of Remainer, it is unimaginable that anyone would seek to cross the Channel to make their way to Britain. And yet here they are, hundreds of people trying to escape from France. Migration was such a big issue in the referendum because our society’s flexibility and our economy’s strength have made us a magnet. Macron talks about getting France “on the move”, but its brutal level of youth unemployment is a reflection of the bureaucratic blocks to enterprise and job creation that have long hindered growth. 
JAN3	Don't fear Divorce Day - I've discovered the secret to a happy marriage	Thank Rudolph that’s over. The eating, the drinking, the slightly manic socialising have finally drawn to a close now that January is in full swing. Hurrah! And as your diary echoes empty as a politician’s promise and tumbleweeds drift across the barren tundra of your weekends – what a relief – comes the forensic analysis of why your marriage is so rubbish compared to your friends’. There they were at every gathering, touching each other on the arm, solicitously enquiring about drinks and exchanging stupid secret smiles. They looked irritatingly loved-up.
JAN3	January is a time of promise - so what's with the national self-flagellation?	Yes, it's cold, but self-imposed sadness gets us nowhere We are but four days into the first month of the year, and the country is already struck down with despair. Even the arrival of Greggs’s vegan sausage roll has prompted a national row. January presents its challenges, of that there is no doubt: returning to work with belt buckles and bank balances strained from December’s largesse, the temperature dropping at a rate of knots. But I find it curious that this month is so often viewed as 31 days of collective gloom – as if the festive goodwill of the week prior is only permitted if we spend three times as long wringing our hands over the ones that follow.
JAN3	Sorry Mr Gove, but Theresa May's Brexit deal traps Britain in the EU's failing museum of farming	Consumed by an overarching desire for bureaucratic uniformity, the Common Agricultural Policy is consigning the EU to become the Museum of World Farming. Its hostility to new technology, driven by powerful but misguided campaign groups, is causing European research to stagnate and agricultural yields to suffer. France, for example, is missing out on over 4.5 tonnes per hectare in its maize yield compared to the US, amounting to a total loss of over 6 million tonnes. That crop could be worth an extra £600 million, or France could free up half a million hectares for wildlife, recreation, or forestry. Brexit should, therefore, represent a wonderful opportunity to boost productivity outside this failing model. We should embrace the opportunities of innovation, offering farmers the greatest freedom to grow their businesses and consumers the greatest choice of products, while improving the natural environment. We should balance the precautionary principle – currently interpreted in the most severely prescriptive manner by the EU – with a requirement to uphold the innovation principle. 
JAN3	There's nothing wrong with ambition provided ministers are putting the country first	The Christmas holidays are traditionally a quiet time politically, and they have been once again even on the verge of an imminent climacteric in the great Brexit drama. With less than 90 days remaining to the date of the UK’s departure from the EU, uncertainty continues over the method by which it will be done, or even whether it will be done at all. Until MPs return to the Commons next week to begin the final countdown to the meaningful vote on Theresa May’s deal with the EU, no-one will know for sure if the Prime Minister has managed to extract concessions from Brussels that will secure her an unlikely victory. She pulled the vote before Christmas anticipating a sizeable defeat; nothing has happened since to suggest a different outcome. But the festive interregnum has afforded potential successors to Mrs May an opportunity to strut their stuff. In particular, Sajid Javid, the Home Secretary, has been to the fore trying to develop a coherent response to the arrival of illegal immigrants by boat in Kent.
JAN3	Nanny taxes on unhealthy food don't work, the Government must steer clear	The new year is traditionally a time for an outbreak of abstemiousness that is rarely sustained save by the most self-disciplined. Diets abound and a dry January is encouraged, even though scientists say it is of little or no benefit to moderate drinkers. This month, many are proposing to go vegan, which is a lifestyle they are entitled to adopt, provided they do not seek to impose it on the rest of us. But these are matters of individual choice and always have been, until now. The Government thinks it has a direct role to play in forcing us to make the “correct” culinary choices. Public Health England (PHE) has a five-year target to cut sugar by 20 per cent in a range of products, from cakes and confectionery to yogurts and cereals. Last week, The Daily Telegraph revealed new calorie caps drawn up by PHE, which would control the content in thousands of meals sold by restaurants and supermarkets.
JAN3	Railways need more competition, not less	Millions of commuters will end their Christmas break and return to work today to face yet another increase in ticket prices. Regulated fares, which cover 45  per cent of the total and are based on last July’s inflation figures, have risen by 3.1 per cent, while some set outside the scheme, such as off-peak leisure tickets, will go up by even even more. Over the past 10 years, because wages failed to keep pace with price rises, rail fares became an added burden on hard-pressed travellers, and commuters in particular, since they have little option other than to use the railways.  But there are straws in the wind. After a long period of growth in passenger numbers, these declined in 2017 as more people worked at home, put off travelling by high fares. Season ticket sales among commuters fell steeply, casting fresh doubt on the viability of some struggling franchises. It is not yet clear whether this trend has continued, but previous assumptions that higher costs would not deter passenger growth need to be revisited.
JAN3	Letters: Passengers are bottom priority on Britain’s overpriced railways	SIR – You report that over the past eight years average train fares have risen nearly three times faster than wages. It’s worth comparing that with train drivers’ wages, which have more than quadrupled in the 20 years since taxpayer-subsidised privatisation. They (and their families) also get free or discounted rail travel. Then there are the huge salaries and bonuses at the top – mainly awarded, it would seem, for failure. Taxpayers are being taken for one hell of a train ride.
JAN3	Letters: The EU’s agricultural policy has driven environmental destruction	SIR – The RSPB and others (Letters, December 31) claim that a “green Brexit” depends on continued cooperation with the EU. The opposite could be argued, probably with greater evidence. Most biodiversity loss in Europe is from the way we farm. Most EU spending is on the Common Agricultural Policy, which has contributed to unsustainable farming. The Common Agricultural Policy is “among the most powerful drivers of environmental destruction in the northern hemisphere”, as George Monbiot put it in October. The RSPB and its fellow pressure-groups think it easier to continue with the status quo, which has failed to deliver their objectives in the past.
JAN4	Remainers are wrong to think the world hates Britain for seeking independence	Neil MacGregor, OM, is not only a great museum director, but also – in as much as British culture tolerates such a thing – a great public intellectual. When he ran the National Gallery, he showed us on television how Christian art saw salvation. When he directed the British Museum, he explained the world in 100 objects. Early this century, for this newspaper, I got him to write a beautiful part-work about the greatest paintings in British public collections. In all his expositions, he has a genius for using the particular to explain the general. Nowadays, MacGregor lives in Berlin. From that vantage point, he looks back at his own country. Hence his series, which ran every day on BBC Radio 4 this week, called As Others See Us. On each day, MacGregor visited a single country – starting with Germany, continuing through Egypt, Nigeria and Canada, and ending up yesterday with India. In each, he chose three thinkers, writers, political or business leaders, and asked them to tell him how they regard Britain today. I found most of what they had to say fascinating – full of nuance, combining, as MacGregor himself put it, “affection and exasperation”. The positive British characteristics which came through most strongly were parliamentary democracy, our monarchy, language and literature, eccentricity, and the notion that London, because of its openness, is, in some sense, the capital of the world – “the place where all things were possible”.
JAN4	As time goes on, more people are waking up to the benefits of a 'mitigated no deal'	On Wednesday next week, with just 79 days before Brexit is due, MPs will commence the debate on whether to accept Theresa May’s Withdrawal Agreement.The crucial vote will come the following week. As we go through the division lobbies, MPs will have in mind how their own constituents voted in the referendum. Almost 60 per cent of mine supported Brexit . But Tory MPs, particularly those with an eye on the leadership, will reflect on another poll, too. This week, YouGov found that 57 per cent of Conservative Party members would prefer no deal, and only 23 per cent Mrs May’s deal. Assuming that the Prime Minister does not secure major concessions from the EU, it seems unlikely therefore that my colleagues will have had a sudden change of heart in favour of the Withdrawal Agreement by the time of the vote. If anything, opinion could be shifting the other way. A no-deal exit is beginning to look a lot more attractive.
JAN4	Stonehenge's ancient history raises very modern questions about our identity	Around Stonehenge, there are barrows, holes and trenches. For 10,000 years before the huge stone circle went up, visitors seem to have been burning offerings and burying their dead nearby. As the sign at the site entrance surmises: “It is possible that this area retained some significance for our ancestors over many thousands of years.” Unfortunately, this modest conclusion about “our” ancestors is actually incorrect. According to a genetic paper published in 2017, within two centuries of completing their crowning achievement on Salisbury Plain, 90 per cent of Britain’s megalith-builders were replaced by an invading population. Stonehenge was not “our ancestors’” great triumph, but another people’s last hurrah. When I took an American visitor to admire the monument over the New Year, however, the official narrative gave a rather garbled picture. The English Heritage guidebook referred to new arrivals from Europe coming to visit the “truly international monument” and bringing with them a culture that was “eagerly taken up by the local population”. In fact, the genetics suggest that the spread of this new culture, far from being eagerly taken up by the existing population, coincided with its dramatic decline.
JAN4	It's time to see social media for what it is - an addiction as dangerous as tobacco	By the time we are half way through the roaring twenties, I predict that we will look back on the dying days of the current millennium’s teenage years with something approaching horror and disbelief. We will barely be able to comprehend how we existed during a period of such unregulated danger; we will view the last decade as a sort of modern day Wild West, complete with 21st century cowboys, gunslingers and outlaws.  Not sure what I am talking about? Then cast your mind back to last week, to the period between Christmas and New Year, when you had to wrestle young family members off their smart phones so that you could force them to engage in proper conversations with the living, breathing human beings next to them. Think about the first thing you did this morning. Did you go to the loo, say good morning to your other half, make yourself a cup of tea? Or did you check your phone for messages, and your Twitter feed for the latest news on Brexit? Social media and technology – and the software and devices we access them on – have become a part of life we feel we can no longer live without. There is no longer any point in talking about the rise of the machines: the machines have already risen, and they dominate our lives. If I sound like a fear-mongering survivalist, prepping for the end of days, I don’t mean to – because I am just as hopelessly addicted to my phone as anyone else, my mood easily crushed or elevated by the amount of likes I get when I post a photo on Instagram.
JAN4	Hit-and-run day-trippers are killing Venice – and a €10 tourist tax won’t save it	By noon on the third day of 2019 – a sunny but finger-freezing day in the lowest of the low season – Venice’s inhabitants were outnumbered by visitors, though not (by Venetian standards) by much. Around 54,000 under-pressure locals shared their city with just over 62,000 incomers, according to estimates from the Venice Dashboard tourist movements monitor. And that, for La Serenissima, is a ‘quiet’ day. By nightfall, the scenario had changed radically. The day-tripping hordes had left, and fewer than 17,000 visitors stayed on to bed down in the city. They may have sipped a spritz or two in a bacaro, eaten locally caught fish in a cosy restaurant and experienced the glory of crisp, empty, endlessly atmospheric winter Venice.  They will also have paid between €2 and €5 per night (on top of their room rate) for the honour of staying in this gem of the Adriatic: an obligatory tourist tax collected by hotels and rental property owners that has been pushing up the cost of a Venice stay for years. 
JAN4	Why our universities are challenged	It is hard to justify a university vice-chancellor being paid more than the Prime Minister – is the job really harder that negotiating Brexit? – and yet Sir Steve Smith of Exeter University will enjoy a final pay and bonus package of up to £830,000. It’s a huge sum, even in a sector that is very generous to those at the top. Sir David Eastwood (Birmingham University) made £444,000 last year; Sir Christopher Snowden (University of Southampton), £436,000; and Professor Alice Gast (Imperial College, London), £433,000. The universities are beginning to resemble the banks shortly before the credit crunch. They may have agreed to a voluntary code on top salaries, but are still throwing absurd sums at executives just as some institutions (many of which are acting increasingly like big business) become dangerously over-leveraged. Universities’ debts have risen over the past year to £10.8 billion, with some of the leaps found where vice-chancellors are paid the most (Southampton and Imperial more than doubled borrowing in the last year). Administrators would doubtless argue that they have to spend to compete in the global market, to attract the very best in students and research. Nevertheless, the time may come when some universities go bust like the banks or the coal industry before them, their worst practices having been encouraged by governments that offered protection regardless of quality. Exeter actually fell out of the UK top 10 in 2014, and while it remains a very fine institution, the “too big to fail” philosophy is being seriously tested at some universities. If any place of learning does finally collapse, it will be students and low-paid academics who suffer the most.
JAN4	Describing obesity as a "disease" will make it harder to tackle	Yes, obesity is a serious problem, but is it accurate to call it a disease? Professor Andrew Goddard, president of the Royal College of Physicians (RCP), insists that it is not “a lifestyle choice” shaped by greed but “a disease caused by health inequalities, genetic influences and social factors”.  All those things undoubtedly make a difference, but isn’t an individual’s refusal to go for the odd walk or cut out biscuits also a matter of individual will? Using the word “disease” implies that willpower is some nasty Right-wing illusion, in which case one can hardly expect the afflicted to exercise it – or, indeed, to exercise at all. Victim cultures generate victims. It might be well-meaning to tell someone they shouldn’t be ashamed of obesity because it’s not their fault, but if this affirms helplessness then the patient is unlikely to do what’s needed to turn things around and, in the long-run, lots of people will only get sicker.
JAN4	Not everyone is opposed to a no-deal Brexit. A lot of Tories are for it	We are constantly told that a no-deal Brexit is a doomsday scenario so obviously bad for Britain that only an ideological fringe wants it and everyone else is opposed to it. This is just not true. According to a new poll, 76 per cent of Tory members believe the risks of a no-deal Brexit are exaggerated and 57 per cent think it would be better than Theresa May’s plan. The 57 per cent would likely argue that, while a no-deal outcome carries profound risks and could be traumatic in the short-term, this would be mitigated by better, bolder planning and real economic reform. No-deal preparations are under way, but if there is an air of panic then it is because they have come so late and are motivated by the goal of scaring MPs into backing Mrs May’s deal. The 57 per cent would probably argue that this is ironic given that Mrs May’s deal also contains risks: Britain could find itself locked into the backstop, the country divided down the Irish Sea and hampered in its ability to make new trade deals. Their numbers do not make the 57 per cent necessarily right, but the size of the preference for no deal does at least indicate that there is intelligent opinion for it – a constituency that believes the Brexit vote was about taking a risk to secure proper independence, and that there are future rewards to reap if the UK withdraws properly. The question is why the constituency for a no-deal outcome isn’t better represented in Parliament. This leads us back to the old problem that Brexit changed politics without really changing the politicians, leaving in place an enormous bias within Parliament either for Remain or a Leave that is as close to Remain as possible.
JAN4	Letters: The urgent Brexit danger is not a lack of ferries but of customs agents	SIR – The Government wishes to increase the vessels operating from continental Europe to the UK to alleviate the queues of trucks at UK and continental roll-on roll-off ports. Our view is very much that there are adequate ferry and train services for the cargo transiting these ports. The principal problem, given a no-deal Brexit , will be the lack of customs clearance facilities and agents. At present, all cargo moved in either direction requires transit documentation authorised by the relevant customs authority.
JAN4	Letters: Javid is right to distinguish between economic migrants and refugees	SIR – I agree with Sajid Javid, the Home Secretary, and suspect that few of the migrants currently crossing the English Channel to reach Dover are genuinely seeking asylum. They will have passed through at least two safe countries. The French have little incentive to prevent these economic migrants leaving their shores to gain the more generous benefits offered by Britain. We must harden our stance. Anyone arriving from France, where they will have had the chance to claim asylum, must be returned there immediately. Clifford Baxter Wareham, Dorset
