Date	title	text	brexit
JUL8	Iran didn’t ask for this crisis, but it won’t stand for Trump’s bullying	In May 2018, the Trump administration unilaterally withdrew from the Joint Comprehensive Plan of Action (JCPOA), which was designed to prevent Iran from acquiring a nuclear weapon and had been agreed on after 12 years of exhaustive negotiations. The US began to impose new economic and political sanctions, targeting not just various sectors of the Iranian economy, but the state’s most influential entities and actors. The imposition of these sanctions has virtually killed off the possibility of diplomatic efforts to resolve the crisis and will have political consequences for not just Iran and the US, but the whole region. The current situation is extremely fraught, with Iran responding to aggressive actions by increasing its level of uranium enrichment.	0
MAY18	Remain voters are left with no choice but to ignore Labour next week	Shall we take a nostalgic trip back to the distant past of two weeks ago? You’ll remember there were local elections in England, in which the pro-Brexit parties took a pasting, while the anti-Brexit parties surged. You might also recall how the main parties interpreted those results: they hailed them as a heartfelt plea from the voters to get on with Brexit. Here, then, is a warning to remain-minded voters ahead of Thursday’s European elections. If you want to send a message about Brexit, you’ll need to send it as clearly and as unambiguously as possible. Up against a spin machine capable of hearing a repudiation as an endorsement, voters will need to be louder and clearer this time, closing down the scope for wilful misinterpretation.	1
MAY1	Clinton-era politics refuses to die. Joe Biden is its zombie that staggers on	You cannot understand politics in America until you understand that in the Democratic party, which ostensibly represents the left side of our nation’s political spectrum, there are a significant number of people who genuinely believe that Joe Biden is the best possible presidential nominee. Their belief is not cynical, or at least not wholly cynical. His constituency is real. It is not illuminating to think of them just as centrists, arguing for the gentlest sprinkling of sugar over the top of America’s poison. It’s better to think of them as zombies: the product of three decades of self-serving, triangulating brainwashing. They are the Democrats who had their eyelids propped open and were forced to watch the Clinton era, year after year after year. It is not so much that they do not, deep down, harbor a vague wish for a better world; it is that, like stray dogs dining exclusively on garbage, life has taught them that this is the best that they will ever get.	0
JUN6	I know what drives young people to self-harm – I did it for years	I remember clearly the first time I self-harmed. I was an awkward 13-year-old girl, beset by problems with my body image. I had a budding eating disorder and was bullied mercilessly by my peers for being bisexual. The sensation of crushing hopelessness and self-hatred threatened to overwhelm me, so I addressed the pain in a way I believed wouldn’t hurt anyone else but myself. I turned all the tumult and sadness inwards, and the relief, although short-lived, was immediate. This began a pattern that would last well into my adult life. Trauma, in the form of losing jobs, sexual assault and family breakdown, prompted more self-harm episodes, resulting in countless stitches and permanent scarring.	0
SEP6	Javid’s giveaways don’t come close to reversing austerity’s bitter legacy	The end of austerity is here, Sajid Javid tells us. The “page is turned”. If only it really were that easy to erase the damage done during a decade of public services stripped bare. No department will suffer further cuts and all their budgets will keep pace with inflation. It’s good news that “the biggest increase in spending for a decade” means no new punishment will be inflicted on the public realm. An election is on the way and voters won’t take it any more. They need no focus groups to tell them people put the NHS, schools and police top of their priorities. The deep school cuts led to the firing of teachers and teaching assistants; stopped music, drama, art and school trips; closed breakfast clubs for hungry children; and left headteachers begging parents for pencils and glue. The damage emerged into the light of day to Theresa May’s political discomfort in the 2017 election. Now the annual funding is restored, but 10 years of spending are lost for ever.	0
AUG23	Britain and Italy are now the terrible twins of Europe	For most of the time since 1945, the politics and government of Britain and Italy have seemed like polar opposites. True, both were important European powers. True too, each had a place among the world’s major economies. Even now, Britain and Italy will be among the select group of economically powerful nations whose leaders will gather in the Second Empire splendour of Biarritz’s Hotel du Palais this weekend for the latest G7 summit. In the past, that was where the similarities began to ebb away. In politics, Britain was famously stable while Italy was infamously not. British governments were domestically strong, while Italian governments were weak and short-lived. In Britain, leftwing politics was rooted in industrial unionism, while Italy possessed the largest, most modern-minded and most alluring communist party in the west. When Britain looked in the mirror it saw the embodiment of probity and practicality, while Italy was all too often synonymous with crime and corruption. While Britain maintained its autonomy by refusing to join the eurozone, Italy enthusiastically embraced its upper mid-table place in the EU and its membership of the single currency was shamelessly engineered.	0
FEB17	The trip from London to Lincolnshire showed me the Brexit divide’s depth	What was it the Queen said? “As we look for new answers in the modern age, I for one prefer the tried and tested recipes, like speaking well of each other and respecting different points of view; coming together to seek out the common ground; and never losing sight of the bigger picture.” She spoke those words last month at the centenary of the Sandringham Women’s Institute (humble occasions are no enemies of wisdom), and they are understood to refer to the social and political division caused by the Brexit vote. I remembered the gist of them last weekend as our train trundled towards Boston in Lincolnshire, a town on the other side of the Wash from the monarch’s Norfolk estate. The division between migrants and natives long predated Brexit, and the vote was a consequence rather than a cause of it	1
JAN27	Britons don’t grasp the EU’s essential motivation – a quest for the quiet life	What does the EU want? This simple question has foxed Brits throughout the Brexit talks. It is alleged that Brussels is desperate to retain Britain; that it yearns to get rid of it; that German car-makers and friendly states such as the Netherlands will force Angela Merkel to let Britain cherrypick the best of membership; that Europeans want to ruin Britain, sending it on its way with a punishment beating pour encourager les autres. None of this contradictory speculation has turned out to be right, and Britain’s negotiating efforts have been the poorer for it. European mainlanders can be hard to read. The Friday before last, prominent Germans including Annegret Kramp-Karrenbauer, Angela Merkel’s heir presumptive, wrote a saccharine letter to the Times urging Britain to stay. On Monday the Polish foreign minister broke EU ranks to suggest that the Irish backstop be limited, to get Theresa May’s deal over the line. Yet on Wednesday Merkel seemingly contradicted her own colleagues, opining fatalistically that Britain, an island, had always had “patchy” relations with the EU and suggesting that its exit is inevitable. The day after, an exasperated Emmanuel Macron told a crowd near Lyon that Brexit has “torn British society apart” and “cannot be delivered”, his tone so critical that it moved a Spectator writer to ask why the French president “hates Britain so much”. The motivations and instincts of our continental partners sometimes baffle us Brits.	1
SEP11	Media bias is OK – if it's honest	Most people distrust the media, and most people are right. It’s healthy to question what you’re being told – that’s the mark of an intelligent and independent populace. And the media in the United States are, in fact, “biased” in many ways. Not always toward the left or right, but frequently toward reaffirming the worldview of an insular establishment, as Edward Herman and Noam Chomsky pointed out years ago in Manufacturing Consent. It should be obvious that there can’t be such a thing as a neutral journalist. We all have moral instincts and points of view. Those points of view will color our interpretations of the facts. The best course of action is to acknowledge where we’re coming from. If we show an awareness of our own political leanings, it actually makes us more trustworthy than if we’re in denial about them.	0
AUG30	My children are teaching me to love the housing estate I fled	Don’t let anyone ever tell you that you have to come from a place to belong there. Just because the place you grew up in lives inside you, it doesn’t mean you have to like it, or defend it, or define every other place against it. Birmingham, where I come from, inhabits my accent and underlies my compulsive self-deprecation, but apart from that, my Brummie-ness feels like an accident. (Even so, I’m obsessed with it.) The centripetal Midlands happens to be where the Welsh, Irish and English strands of my family combined, having moved, as humans do, where there are prospects for a better life. The centre drew them in, then cast them to the periphery as Birmingham built outwards in concentric circles following the first world war. I grew up in Chelmsley Wood, on a vast estate built on green belt land outside the city boundaries where, a Birmingham Post reporter predicted in 1971, “the city will feel a million life-miles away” to the children who would come to be raised there.	0
JUN29	Of all the hills to die on, why on earth has Labour chosen Chris Williamson?	Shortly after this article was published, Chris Williamson’s suspension was reinstated, pending a meeting of Labour’s disputes committee. Purely in terms of story, I am confused by the stakes in the Labour leadership’s vision for the nation. If you tell me this is a transformative programme to uplift the many, then I expect the movie trailer voiceover to growl something like: “HOW FAR WOULD YOU GO TO DEFEND HUMANITY?” Instead, the tagline seems to be “HOW FAR WOULD YOU GO TO DEFEND CHRIS WILLIAMSON?”	0
JUN28	At 68, my climate activism made me a criminal. But I refuse to give up	I am now 68 years of age but when I was 21, in my final year at university, I became aware of major problems then facing the world – war, poverty, acid rain, ozone depletion, desertification, deforestation, species loss, civil and military uses and abuses of nuclear power, pollution, population growth, consumerism and the climate crisis. I was determined to devote my life to helping solve these problems. After spending three years in Cameroon, learning about deforestation for timber and cash crops such as palm oil, and the exploitation of the rich resources of Africa to the detriment of locals and enrichment of corporations and western societies, I returned home to the nuclear weapons crisis of the cold war. I joined the Greenham Common protests, founded the Snowball civil disobedience campaign and then later the anti-nuclear weapons group Trident Ploughshares. I also became involved in work on the climate crisis. I learned that everything is connected and that it all has an impact on the climate, on biodiversity and on the sustainability of life on Earth. I discovered more about how our reliance on fossil fuels was causing the greenhouse effect and soon joined with climate scientists and local environmentalists to start a group in Norwich that tried to educate the public.	0
MAY6	Why are so many afraid to confront Britain’s historical links with the slave trade?	Seldom have so many people taken to print and the airwaves to make the case for academic incuriosity. Rarely has the search for new knowledge, undertaken by a university of world renown, been so vocally condemned. That is what happened when Cambridge University announced a new academic research project to determine the extent to which the university (although not its wealthy colleges) “contributed to, benefited from or challenged” slavery and the slave trade. Cambridge and its colleges are rich. Staggeringly rich. And – spoiler alert – some of the gifts and bequests buried deep within that mountain of wealth will have come from benefactors who were slave traders and slave owners. This is true of other universities, here and abroad. Yet the same commentators who endlessly accuse students of being closed to new ideas and unwilling to face uncomfortable facts have rushed to condemn the university’s investigation into its own past. Their argument, in essence, is that we’re better off not knowing.	0
JAN31	If Corbyn gets his hands dirty he can avert a hard Brexit	In spite of the upbeat signals that came from Jeremy Corbyn’s meeting with Theresa May on Wednesday, experience suggests that it will not prove a turning point on Brexit. Neither of them is a natural negotiator or conciliator. These gifts are not part of their skill sets. Of the friendship that can sometimes exist between rival leaders there is no sign. Corbyn’s public sanctimony towards May can make Victor Hugo’s Inspector Javert look like a libertine. May’s default mode towards Corbyn, on show again at question time this week, is to give him her full Lady Disdain. What is more, even if the two leaders wanted to patch something together, their respective Brexit positions do not allow for much common ground anyway. May’s red lines on leaving the single market and the customs union, ending free movement and escaping the jurisdiction of the European court are mostly mirror images of Corbyn’s. He wants a close relationship with the EU market and on customs, and supports his own version of free movement. The only thing that would seem to unite them is that both want Brexit to happen, preferably under a Conservative government.	1
JUL26	Boris Johnson is mere bluster. It’s Labour that is offering real optimism for the UK	It was a typical Boris Johnson performance in the Commons today, all waving arms and blustering rhetoric. It’s nothing new – we’re used to him offering us dead cats, or even kippers. But it shouldn’t disguise the fact that he is committed to a dangerous, hard-right agenda.	0
SEP25	So parliament is returning. But what happens next?	In its ruling on Tuesday that the “prime minister’s advice to Her Majesty was unlawful, void and of no effect”, the supreme court has decided that parliament was never actually suspended two weeks ago. The clock is turned back to 9 September, the last day MPs sat. So parliament will return but, as prorogation did not take place, it is not being recalled. There will be no Queen’s speech, no new legislative agenda, no state opening. Business will resume. But, since this has never happened before, this is not business as usual. A degree of improvisation and innovation – with the government working with the opposition parties and Commons Speaker John Bercow – will be required to map out the days and weeks ahead. The government is expected to table a motion to secure a short conference recess. If MPs reject this, then the Conservative party conference in Manchester would take place while parliament sits – an unusual and, from Boris Johnson’s point of view, logistically unhelpful clash.	0
JAN1	Advertising and academia are controlling our thoughts. Didn’t you know?	To what extent do we decide? We tell ourselves we choose our own life course, but is this ever true? If you or I had lived 500 years ago, our worldview, and the decisions we made as a result, would have been utterly different. Our minds are shaped by our social environment, in particular the belief systems projected by those in power: monarchs, aristocrats and theologians then; corporations, billionaires and the media today. Humans, the supremely social mammals, are ethical and intellectual sponges. We unconsciously absorb, for good or ill, the influences that surround us. Indeed, the very notion that we might form our own minds is a received idea that would have been quite alien to most people five centuries ago. This is not to suggest we have no capacity for independent thought. But to exercise it, we must – consciously and with great effort – swim against the social current that sweeps us along, mostly without our knowledge.	0
SEP25	The verdict is in: Boris Johnson is a liar. And he should pay the price	If Boris Johnson does nothing more, his name in history is already inscribed as the man who lied so hard he nearly broke the constitution. He certainly broke the law, as definitively interpreted by the supreme court today. Any leader with respect for the responsibilities that come with high office, and capable of shame, would immediately resign. Nothing in Johnson’s record suggests he is such a person. He clambered to Downing Street over the wreckage of his own former beliefs, ruined friendships and betrayed relationships. He has never recognised the imperative of truth, so takes no instruction from it now. The new pinnacle of Johnson’s career as a peddler of falsehood is his claim that parliament’s suspension earlier this month was procedural – a conventional legislative reboot ahead of a Queen’s speech to set out a new domestic agenda. No one believed him. His own ministers struggled to hold the line, blurting out the true motive, which was to limit MPs’ control over Brexit. By unanimous verdict, the country’s most senior judges ruled that prorogation did indeed have the effect of “preventing or frustrating” the legislature in pursuit of its constitutional duties – passing laws, holding ministers to account and, crucially, representing the public in Commons debates. The court noted that those functions were uniquely urgent, given the proximity of the Brexit deadline. The stymying deed had to be undone.	1
SEP16	There’s nothing normal about this beast of a government	How grimly symbolic of the times in which we live that it is necessary to correct the prime minister on his reference to comic book characters. Only a couple of years ago, Boris Johnson was urging the Tory party conference, in pseudo-Churchillian phrases, to “let the [British] lion roar”. Now, in an interview with the Mail on Sunday, he is invoking more primitive and aggressive imagery. If he fails to get a new Brexit deal with the EU, he will simply ignore the legislation requiring him to seek an article 50 extension: “The madder Hulk gets, the stronger Hulk gets.”	1
FEB17	Tormenting Meghan Markle has become a national sport that shames us	In the period when the acquisition of the former Meghan Markle was depicted as little short of a national triumph, much was written in the British press about her various accomplishments. These are, after all, roughly as common in royal spouses as successful independent careers. Meghan, the actress and blogger and charity worker, is also, it emerged, a skilled calligrapher. “I’ve always had a propensity for getting the cursive down pretty well,” she once told an Esquire journalist, who’d described her writing as “incredible”. “What it evolved into was my pseudo-waitressing job when I was auditioning.”	0
MAY4	William Barr is acting like Trump's henchman	William Barr has shown himself to be a loyal foot soldier for the president who appointed him. From his 24 March summary of the “principal conclusions” of the Mueller report to his press conference on the day he released a redacted version of the Mueller report to Congress, to his testimony on Wednesday before the Senate judiciary committee, Barr’s recent performances have demonstrated the extreme loyalty Donald Trump found wanting in his first attorney general, Jeff Sessions. And what is good for the president is bad for America.	0
AUG7	Toni Morrison’s genius was the inspiration of my youth	Toni Morrison was part of an extraordinary generation of African American women writers. But she was the most special. She was the queen. To understand the impact she had on me you have to appreciate that I came of age in an era when there were very few black female role models. Prominent black women tended to be entertainers: British popular music pianist Winifred Atwell, British jazz singer Cleo Laine, or the host of American jazz singers such as Ella Fitzgerald. So Toni Morrison was a complete revelation. Black male writers were rare enough. But a black female writer was for me a genuine sensation. She and her peer group – Alice Walker, Gloria Naylor and Ntozake Shange – burned into my consciousness. Toni Morrison did so much to shape my understanding of life and politics, and my world as a black woman.	0
JUN15	Grenfell Tower, two years on: community members discuss what’s changed	I was in the cemetery just last week. I was showing my friend each grave, telling him about the person whose name is etched into the gravestone. He gasped as he realised that some gravestones had more than one name attached to them. It’s not a usual scenario, but then, is any part of what happened at Grenfell usual? We span two areas of the cemetery, visiting those we’ve lost, ending our visit by making prayers for peace, patience and blessings for each person who is no longer with us. A few days later, just last Sunday, I received several calls from people alerting me to a fire that had broken out at flats in Barking. Thankfully, no lives were lost, but life for all those who used to live there had changed … their possessions were destroyed within minutes.	0
OCT1	The Tories have split the country. No spending splurge can repair it	Look at the people here in Manchester at the Tory party conference, stare into their eyes and they look much as they always did – ordinary home counties folk, small business people, plus a few sharp-suited would-be spads. Not noticeably odd, yet these party members are the tiny group who have done for their country. Over the past decade, their Brexit fever has packed the Commons with Europhobes. These respectable law and order-minded patriots chose a dishonest, disreputable, disgrace of a man for prime minister, who will trash their constitution, mislead their monarch, and disrespect their judges to use “any means necessary” to get anything he wants. These ordinary people have turned into wreckers of what they used to hold dearest.	0
JUN1	Politics may be broken. But it’s only politics that can save us	No one would cast Robert Mueller as the lead in a romcom. And yet watching him deliver a statement on Wednesday regarding his inquiry into Donald Trump, Russia and obstruction of justice was to experience a sensation familiar to all romcom devotees. It comes when the hero needs to reveal his true feelings but instead becomes tongue-tied. (Hugh Grant built a career on that moment.) You, the audience, are willing him to ditch the sub-clauses and double-negatives and just spit it out. You formulate the sentence in your head: it’s simple and straightforward. But he just can’t get the words out.	0
JAN23	Only empathy can break the cycle of violence in Israel-Palestine	Empathy is all about imagining other minds, appreciating that different people have different perspectives, and responding to their thoughts and feelings with an appropriate emotion. After a career studying autism and the nature of empathy, I see empathy as one of our most valuable natural resources. It has particular promise as an approach to conflict resolution, one that has advantages over viewing a problem through a chiefly military, economic or legal lens. We can see this if we look at the Israel-Palestine conflict, where both communities have different views of the same historic period, both claim the same piece of land and both have valid emotional reactions to the conflict that must be acknowledged. I am not an expert in that dispute nor so naive to believe that there is a single, simple solution to it. But I do believe empathy can help.	0
JUN23	Don’t stereotype young remainers. We fear for our futures, not our holidays	The current political crisis over Brexit has been a wake-up call for my generation: the doctrine that our parents and grandparents will leave behind a better world no longer holds. But, of course, not every young person feels this way. A significant minority – especially those in towns outside London and the south-east – do not necessarily share the enthusiasm of the 78% of young people who would back remain in a people’s vote on Brexit. And those that do will often have different reasons for their convictions too. We don’t want to leave them behind. This summer the campaign I’m part of, Our Future Our Choice, will join a tour of the whole country, calling on politicians to let us be heard. We will be gathering in Wolverhampton, Sunderland, Leeds, Glasgow, Derby, Belfast and many more towns and cities over the summer, leading up to one more huge rally in London on 12 October.	1
JAN16	The Guardian view on May’s Brexit deal: it’s over, but what’s next?	The overwhelming and decisive rejection by MPs of Theresa May’s withdrawal agreement to leave the European Union is a shattering blow to the authority of the prime minister. She has spent two years negotiating a deal, which in substance was the opposite of what she said she wanted in public, only to see it repudiated by parliament. Her minority government has now been defeated on no fewer than 28 occasions. Britain is leaving the EU in weeks and Mrs May leads a cabinet that is hopelessly split, a party that is riven with disagreements and a country that is deeply divided. So emphatic is the Commons historic rebuff that Mrs May’s deal is finished. Mrs May lost by 230 votes – the greatest defeat of a government ever. The scale of the opposition means it is not credible Mrs May could bring the motion back to the Commons, modified with a few tweaks from Brussels, and hope for success a second time round. We do not have to settle for the Hobson’s choice of the May deal or no deal. The trouble is the Tory party is split between those who want a deal and those who do not. Mrs May has intensified the divisions within her party, rather than resolve them. She chose to start negotiations over Brexit not with the EU but with her own hardliners. The red lines Mrs May subsequently set made it impossible for her to get a deal that would bring her fractious party together, let alone reach out to her political opponents. Her agreement ended up shaped by Mrs May’s obsession with immigration and placating Brexit extremists. The result is a “blindfold Brexit” – where almost everything about the future relationship with Europe is up in the air for two more years. It required a leap of faith to place trust in a prime minister who, the Commons wisely decided, deserved very little.	1
FEB2	The polar vortex has turned New Yorkers into Brits for one week only	Once the basics are covered, and one’s face is set against the storm, there is nothing like a good weather event to excite bipartisan unity. For a British person in the US, the advent of the polar vortex this week has been an embarrassment of riches the like of which we haven’t seen since first encountering the term “thundersnow”. It was -18C with wind-chill in New York this week – and, in a household in which my children persistently refuse to put on their coats, the weather finally won: on the school run we all went the full Shackleton. I’m aware you have to squint slightly to make this experience a fully detribalised issue. The crashing temperatures, including a contender for the lowest ever on record in Chicago, are linked to Arctic air being pushed south by disruptions to the jet stream that experts say is caused by global warming. And enjoying both the frisson of cold air and repeated opportunity to use the word “vortex” relies on the luxury of minimal exposure.	0
MAR16	Brexit – the niche production that truly brought the house down	We focus so much on what divides parliament’s warring Brexit factions, when almost all of them are united by the guiding principle of brinkmanship: “Eventually someone will stop acting like a shit, but it certainly won’t be me.” The past few days have been like watching the Cuban missile crisis re-enacted by the Teletubbies. A recap, then. Hopes that Tinky Winky would grow into the role of Bobby Kennedy were dashed this week in a series of votes in the House of Commons. We are 14 days out from the date the UK will leave the European Union without a deal unless something else is agreed upon. With the threat of that something being a long extension, if granted by the EU, Theresa May is hoping MPs will look again at her withdrawal agreement next week in Meaningful Vote 3. Sure, they saw it lurching around the bar earlier and thought there was no way in a million years they were going home with it. But this close to tipping-out time, are they drunk enough to panic-buy? If the answer turns out to be yes, the prime minister’s various earlier losses this week will be hailed momentarily as tactically astute. Think of it as a sort of Crap Negotiations World Cup. Theresa May doesn’t want to finish top of the group or her Brexit will face the Treaty of Versailles in the semis.	1
MAY24	Menopausal? Yes. But at 50 I’m hotter than I was in my 20s	I’m new to being 50 and I’m waiting for it to happen to me: the moment when I vanish without trace. My 51st year started with the B-list French celebrity Yann Moix making global headlines after saying that women over 50 were invisible. (Fun fact: he had to put out a request to stop fiftysomething women spamming him with pictures of their perky body parts in the aftermath. Poor him. ) It turns out that he prefers the “extraordinary” body of a 25-year-old. The thing is, at 50 I know I am objectively more attractive than I was in my 20s, when I was unhappy, insecure, overweight and all round not conventionally hot. I am more attractive than I was in my 30s (raising young kids and juggling a big day job with splitting up with their dad) or in my early- to mid-40s (perimenopause hitting hard and somewhat losing my shit, or at least my way, for a few years).	0
MAY21	Google’s Huawei ban is good news: tech giants shouldn’t always get their way	The post-digital revolution starts here. Thank you, Donald Trump. The US president’s decision to blacklist Huawei, which has led to Google ending collaborating with the company, may have the worst of motives. It could have the best of consequences. So far, global government has proved impotent in forcing the grand monopolies of the digital age to adhere to any regulation. They have gone where they like, gobbled up competitors as they choose and paid taxes (or none) as the whim takes them. The only rivalry has been in physical products such as smartphones, but they are just shells for conveying monopoly power round the world.	0
FEB2	May’s bribe won’t stop Brexit inflicting more pain on Labour's heartlands	It took 35 years but now, perhaps, comes the final act of the miners’ strike that tore Britain apart for one long, bitter year in the mid-1980s. Decades later, the second woman prime minister is promising balm to heal the wounds inflicted by the first, as Theresa May offers bundles of cash to areas of the country punched hard by Margaret Thatcher’s war on the pits. Of course, that’s not how it’s being presented. It’s true, too, that not every Labour leave-voting area now being pledged “transformative” investment was once marked by pitheads. Even so, a map of the Labour heartlands that voted to leave the European Union in 2016 does match up remarkably closely with the old coalfields. It would be easy to cast May’s proposed multibillion fund as an act of atonement for the damage the Tories did by crushing the miners, closing the pits and leaving many of those towns and villages to rot.	1
